148239.5,1,0.2,149211,1
138135,0.666666667,0.466666667,210478,1
226863,1,0.2,228424,1
210482,1,0.2,212674,1
233415,1,0.2,237036,1
217035,1,0.2,218946,1
212939,1,0.2,217050,1
190827,1,0.2,196287,1
224406,1,0.2,227307,1
221949,1,0.2,224270,1
204749,1,0.2,205794,1
218673,1,0.2,221912,1
231777,1,0.2,235528,1
185913,1,0.2,186890,1
208845,1,0.2,209476,1
225224,1,0.2,227027,1
229890,1,0.2,235045,1
205817,1,0.2,206795,1
207207,1,0.2,209505,1
207207,1,0.2,210189,1
233415,1,0.2,237832,1
217854,1,0.2,219633,1
230139,1,0.2,233195,1
217034,1,0.2,220007,1
214578,1,0.2,216921,1
166528,0.666666667,0.466666667,255784,1
200655,1,0.2,203646,1
292383,1,0.2,305362,1
205569,1,0.2,206943,1
233415,1,0.2,237376,1
227682,1,0.2,234699,1
190007,1,0.2,191172,1
226871.5,1,0.2,231617,1
218663.5,1,0.2,220157,1
219492,1,0.2,222178,1
214578,1,0.2,216631,1
210992,1,0.2,214009,1
245191,1,0.2,250311,1
239148,1,0.2,243425,1
213759,1,0.2,214884,1
218372.5,1,0.2,222054,1
225054.5,1,0.2,228412,1
211771,1,0.2,217336,1
204750,1,0.2,205120,1
212940,1,0.2,214106,1
218673,1,0.2,222179,1
201474,1,0.2,202357,1
150693,0.666666667,0.466666667,231102,1
228500,1,0.2,233622,1
216216,1,0.2,217749,1
212940,1,0.2,214800,1
202292,1,0.2,203072,1
228501,1,0.2,232439,1
221130,1,0.2,226178,1
217854,1,0.2,222679,1
212121,1,0.2,213110,1
198198,1,0.2,200289,1
212939,1,0.2,214606,1
63299,1,0.2,64260,1
183455.5,1,0.2,186659,1
212940,1,0.2,214071,1
197379,1,0.2,198551,1
215397,1,0.2,216442,1
208026,1,0.2,208398,1
222767,1,0.2,228137,1
235053,1,0.2,238276,1
222768,1,0.2,224289,1
204749,1,0.2,208819,1
239148,1,0.2,243063,1
234234,1,0.2,238955,1
222768,1,0.2,224398,1
229320,1,0.2,232756,1
228501,1,0.2,232498,1
214577,1,0.2,216366,1
230139,1,0.2,235495,1
221949,1,0.2,224483,1
219491,1,0.2,222641,1
261261,1,0.2,269076,1
156154,0.666666667,0.466666667,236599,1
233415,1,0.2,239443,1
267813,1,0.2,279628,1
206371.5,1,0.2,210817,1
234249.5,1,0.2,239331,1
215397,1,0.2,216257,1
212120,1,0.2,212590,1
227682,1,0.2,231669,1
226044,1,0.2,229113,1
214578,1,0.2,219771,1
217035,1,0.2,225024,1
210482,1,0.2,211196,1
225588,1,0.2,227402,1
228956,1,0.2,234072,1
152333,0.666666667,0.466666667,233400,1
218673,1,0.2,221239,1
223586,1,0.2,228484,1
244881,1,0.2,248286,1
237510,1,0.2,242124,1
238329,1,0.2,243698,1
260442,1,0.2,267288,1
219929.5,1,0.2,221464,1
187930.5,1,0.2,188939,1
221949,1,0.2,222708,1
208845,1,0.2,209613,1
233415,1,0.2,237023,1
212431,1,0.2,213718,1
220000,1,0.2,222123,1
194103,1,0.2,196346,1
229319,1,0.2,231011,1
209093.5,1,0.2,210915,1
207776.5,1,0.2,208761,1
270270,1,0.2,279568,1
208026,1,0.2,209125,1
224406,1,0.2,226044,1
189189,1,0.2,189781,1
227681,1,0.2,232175,1
204750,1,0.2,206112,1
217034,1,0.2,218126,1
234234,1,0.2,237003,1
210483,1,0.2,213511,1
221129,1,0.2,224018,1
208845,1,0.2,209555,1
221130,1,0.2,223428,1
224406,1,0.2,228031,1
233415,1,0.2,238401,1
217034,1,0.2,221808,1
206387,1,0.2,207247,1
232596,1,0.2,238631,1
222768,1,0.2,225776,1
204929.5,1,0.2,210276,1
222587.5,1,0.2,224064,1
189189,1,0.2,192051,1
221130,1,0.2,232395,1
223587,1,0.2,230090,1
231121.5,1,0.2,235886,1
217688.5,1,0.2,220371,1
221949,1,0.2,224016,1
205569,1,0.2,207501,1
214578,1,0.2,215375,1
226863,1,0.2,230410,1
243242,1,0.2,247119,1
236178.5,1,0.2,238732,1
239660.5,1,0.2,245308,1
187550,1,0.2,189198,1
222768,1,0.2,227352,1
220310,1,0.2,221980,1
230958,1,0.2,236433,1
207407.5,1,0.2,208684,1
225843.5,1,0.2,228881,1
194922,1,0.2,196734,1
219492,1,0.2,221390,1
227681,1,0.2,229699,1
232595,1,0.2,236025,1
233415,1,0.2,239230,1
221949,1,0.2,223048,1
262899,1,0.2,273922,1
228477.5,1,0.2,229587,1
208867.5,1,0.2,209511,1
215397,1,0.2,216573,1
237510,1,0.2,240846,1
199836,1,0.2,200973,1
248975,1,0.2,257774,1
215788,1,0.2,217200,1
237937,1,0.2,243182,1
212940,1,0.2,213774,1
229320,1,0.2,230595,1
199017,1,0.2,202725,1
252251,1,0.2,258321,1
251433,1,0.2,256420,1
221949,1,0.2,222968,1
229320,1,0.2,233572,1
218673,1,0.2,219360,1
228499,1,0.2,230373,1
214578,1,0.2,219243,1
248976,1,0.2,254477,1
246169.5,1,0.2,251158,1
211651.5,1,0.2,212128,1
230138,1,0.2,232385,1
247338,1,0.2,253855,1
199017,1,0.2,201578,1
219492,1,0.2,222192,1
226863,1,0.2,230843,1
247336,1,0.2,252828,1
48070,1,0.2,48713,1
191072,1,0.2,193858,1
221969.5,1,0.2,225799,1
247050,1,0.2,255082,1
214845.5,1,0.2,217849,1
226044,1,0.2,230192,1
206387,1,0.2,206610,1
246519,1,0.2,256331,1
232595,1,0.2,236433,1
207207,1,0.2,207687,1
187551,1,0.2,192034,1
236691,1,0.2,240247,1
223586,1,0.2,227186,1
216216,1,0.2,218757,1
233415,1,0.2,237209,1
244881,1,0.2,249588,1
236691,1,0.2,242664,1
193283,1,0.2,196374,1
211301,1,0.2,212726,1
217854,1,0.2,219759,1
234234,1,0.2,237980,1
221130,1,0.2,222064,1
264537,1,0.2,272496,1
212121,1,0.2,211907,1
230957,1,0.2,233761,1
217562,1,0.2,219280,1
255820,1,0.2,264739,1
232520,1,0.2,235291,1
208920,1,0.2,209456,1
197379,1,0.2,199674,1
219491,1,0.2,222714,1
257985,1,0.2,261595,1
231777,1,0.2,235388,1
212121,1,0.2,214337,1
225225,1,0.2,230004,1
215001,1,0.2,220691,1
223982,1,0.2,228010,1
257749.5,1,0.2,265709,1
267228.5,1,0.2,278213,1
240786,1,0.2,244698,1
222768,1,0.2,225600,1
208026,1,0.2,208453,1
188369,1,0.2,189207,1
241605,1,0.2,248747,1
233415,1,0.2,237095,1
217854,1,0.2,220673,1
215397,1,0.2,218935,1
262898,1,0.2,269713,1
204749,1,0.2,208484,1
244881,1,0.2,251205,1
244881,1,0.2,249861,1
239148,1,0.2,243933,1
226044,1,0.2,227230,1
254879.5,1,0.2,261261,1
157677.3333,0.666666667,0.466666667,240793,1
217034,1,0.2,220201,1
219492,1,0.2,221861,1
233414,1,0.2,236240,1
230023.5,1,0.2,233006,1
149680,0.666666667,0.466666667,228077,1
235872,1,0.2,241229,1
194102,1,0.2,196863,1
234234,1,0.2,238903,1
235053,1,0.2,237844,1
246519,1,0.2,250931,1
222768,1,0.2,223923,1
239966,1,0.2,244434,1
190007,1,0.2,190428,1
217854,1,0.2,219128,1
239148,1,0.2,242968,1
286650,1,0.2,297790,1
225225,1,0.2,228909,1
226863,1,0.2,230203,1
201473,1,0.2,203789,1
178539.3333,0.666666667,0.466666667,278086,1
217035,1,0.2,218404,1
204654.5,1,0.2,208818,1
4094.5,1,0.2,4098,1
257165,1,0.2,263160,1
191550.5,1,0.2,192415,1
267089.5,1,0.2,276505,1
214578,1,0.2,215542,1
234989.5,1,0.2,241476,1
225288.5,1,0.2,227851,1
229320,1,0.2,232666,1
236691,1,0.2,242696,1
128309.6667,0.666666667,0.466666667,194008,1
231754,1,0.2,240615,1
210504,1,0.2,211063,1
208026,1,0.2,211788,1
220311,1,0.2,225705,1
206388,1,0.2,208202,1
224066,1,0.2,226666,1
207547,1,0.2,210205,1
236691,1,0.2,239083,1
171441.3333,0.666666667,0.466666667,261792,1
242701.5,1,0.2,248332,1
263438.5,1,0.2,274585,1
216216,1,0.2,216974,1
242424,1,0.2,244901,1
200655,1,0.2,201305,1
208026,1,0.2,208478,1
198198,1,0.2,198266,1
292383,1,0.2,305141,1
209663,1,0.2,213151,1
220310,1,0.2,221546,1
212121,1,0.2,212749,1
219492,1,0.2,222129,1
212121,1,0.2,213402,1
217854,1,0.2,219515,1
251433,1,0.2,258072,1
205569,1,0.2,206780,1
260441,1,0.2,264937,1
234234,1,0.2,238206,1
213758,1,0.2,214601,1
238329,1,0.2,244118,1
233415,1,0.2,236233,1
288859.5,1,0.2,300040,1
195169.5,1,0.2,196190,1
214578,1,0.2,216953,1
217853,1,0.2,221500,1
153970.6667,0.666666667,0.466666667,235769,1
222768,1,0.2,225915,1
248156,1,0.2,254242,1
199017,1,0.2,202416,1
223038,1,0.2,227560,1
212670,1,0.2,216023,1
199016,1,0.2,202750,1
217854,1,0.2,220796,1
216216,1,0.2,218755,1
188688.5,1,0.2,190701,1
251114.5,1,0.2,257061,1
228500,1,0.2,233022,1
237510,1,0.2,241252,1
211302,1,0.2,211937,1
280980,1,0.2,288803,1
219428,1,0.2,222418,1
217854,1,0.2,223696,1
216216,1,0.2,220179,1
216216,1,0.2,219445,1
226044,1,0.2,228407,1
147416.6667,0.666666667,0.466666667,223714,1
191646,1,0.2,192444,1
234233,1,0.2,244836,1
253071,1,0.2,257609,1
221129,1,0.2,223772,1
217035,1,0.2,218020,1
218899,1,0.2,220841,1
5,0.5,0.7,2,0
4,0.333333333,1.133333333,5,0
4,1,0.2,4,0
3.666666667,1,0.2,7,0
4,0.9,0.3,5,0
5,0.9,0.1,5,0
4,1,0.2,5,0
5,1,0.2,5,0
6,1,0.2,5,0
4,1,0.2,7,0
5,1,0.2,7,0
