20201,1212000,0.000645609
19521,1171200,0.000658514
19245,1154640,0.000737891
20202,1212060,0.000661927
20202,1212060,0.000671432
20661,1239600,0.000737968
20289,1217280,0.000647161
20748,1244820,0.000639807
19947,1196760,0.000650889
21003,1260120,0.000653075
9828,589620,0.000662019
20748,1244820,0.000688915
21840,1310340,0.000675579
20202,1212060,0.000652545
20250,1214940,0.000681047
21792,1307460,0.000671429
19657,1179360,0.000691219
20201,1212000,0.000659806
20202,1212060,0.000660858
18018,1081020,0.000670815
20202,1212060,0.000649453
20202,1212060,0.000674152
20748,1244820,0.000670083
20748,1244820,0.000680966
20748,1244820,0.000651707
20554,1233180,0.000674032
20942,1256460,0.000659711
20229,1213680,0.000661279
21267,1275960,0.000654632
19656,1179300,0.000658288
20748,1244820,0.000650559
20204,1212180,0.000676122
9826,589500,0.000652772
20748,1244820,0.000643495
20748,1244820,0.000662933
19657,1179360,0.000657239
18563,1113720,0.000697438
20202,1212060,0.000718585
19109,1146480,0.000658157
20748,1244820,0.000648697
19659,1179480,0.000658136
19107,1146360,0.00066481
19656,1179300,0.000678117
19657,1179360,0.000650741
19656,1179300,0.000663223
18018,1081020,0.000682497
20202,1212060,0.000640274
19109,1146480,0.000687344
19657,1179360,0.00063363
18562,1113660,0.000624377
19656,1179300,0.000638517
19656,1179300,0.000636856
19110,1146540,0.000640515
20748,1244820,0.000638631
18564,1113780,0.000640424
9283,556920,0.000650426
19655,1179240,0.000635044
20204,1212180,0.000640746
20200,1211940,0.000637948
19110,1146540,0.000637813
18564,1113780,0.00064674
20748,1244820,0.000621627
20748,1244820,0.00064209
18564,1113780,0.000683264
19111,1146600,0.000693862
19109,1146480,0.000655596
20326,1219500,0.000694367
19532,1171860,0.000657494
19109,1146480,0.000687911
19765,1185840,0.00062699
20639,1238280,0.000640186
20203,1212120,0.000636353
19109,1146480,0.000636518
19656,1179300,0.000637409
19656,1179300,0.00063324
20202,1212060,0.000641493
17504,1050180,0.000632626
20170,1210140,0.000635426
19110,1146540,0.00064215
19110,1146540,0.000634211
19656,1179300,0.000625877
21294,1277580,0.000642617
9828,589620,0.000640977
19656,1179300,0.000629313
19110,1146540,0.000637528
19828,1189620,0.000638549
17846,1070700,0.000635932
19110,1146540,0.000639563
20202,1212060,0.000628569
19110,1146540,0.0006301
17472,1048260,0.000651632
19110,1146540,0.000634994
18187,1091160,0.000665227
19487,1169160,0.000683888
19110,1146540,0.000688643
19110,1146540,0.000682176
18536,1112100,0.000684539
17953,1077120,0.00063133
18656,1119300,0.000639536
18217,1092960,0.00063442
17818,1069020,0.000642122
18102,1086060,0.000637865
18480,1108740,0.000619457
9828,589620,0.000632407
18018,1081020,0.000626752
17472,1048260,0.000632142
19491,1169400,0.00062741
19821,1189200,0.000628205
17472,1048260,0.000633879
18564,1113780,0.000630217
20203,1212120,0.000645911
19655,1179240,0.000640827
17996,1079700,0.000641841
19132,1147860,0.000637544
18564,1113780,0.000625352
19656,1179300,0.000641384
18564,1113780,0.00067399
20202,1212060,0.000656447
20202,1212060,0.000681206
20201,1212000,0.000637058
21025,1261440,0.00065291
21017,1260960,0.000643871
20748,1244820,0.000667346
20202,1212060,0.00063165
20748,1244820,0.000690553
19946,1196700,0.000652827
19912,1194660,0.000641975
19656,1179300,0.000642622
20202,1212060,0.000642902
10374,622380,0.000644771
20747,1244760,0.000634715
20202,1212060,0.000632815
19658,1179420,0.000624897
20746,1244700,0.000630771
20202,1212060,0.000637303
20202,1212060,0.0006544
20202,1212060,0.000656013
20828,1249620,0.000699738
19576,1174500,0.000698309
